Company,Sentiment,Price,Date,Decision
AMZN,neutral,54.193399155486134,2025-01-21T15:56:41Z,hold
AMZN,positive,54.193399155486134,2025-01-28T16:53:53Z,buy
AMZN,positive,54.193399155486134,2025-02-03T15:32:13Z,buy
AMZN,positive,54.193399155486134,2025-01-28T00:35:42Z,buy
AMZN,neutral,54.193399155486134,2025-02-06T16:09:08Z,hold
AMZN,positive,54.193399155486134,2025-01-19T12:00:00Z,buy
AMZN,positive,54.193399155486134,2025-02-01T17:10:00Z,buy
AMZN,positive,54.193399155486134,2025-01-26T12:00:00Z,buy
AMZN,negative,54.193399155486134,2025-02-07T00:45:56Z,sell
AMZN,positive,54.193399155486134,2025-02-07T11:17:54Z,buy
AMZN,negative,54.193399155486134,2025-02-07T15:07:22Z,sell
AMZN,positive,54.193399155486134,2025-01-09T11:03:10Z,buy
AMZN,positive,54.193399155486134,2025-01-10T00:05:41Z,buy
AMZN,neutral,54.193399155486134,2025-01-11T16:49:00Z,hold
AMZN,positive,54.193399155486134,2025-02-02T15:41:00Z,buy
AMZN,neutral,54.193399155486134,2025-02-07T15:07:22Z,hold
GOOGL,negative,35.1686462012876,2025-01-31T16:08:00Z,sell
GOOGL,positive,35.1686462012876,2025-02-05T22:35:00Z,buy
GOOGL,negative,35.1686462012876,2025-01-27T16:28:53Z,sell
GOOGL,neutral,35.1686462012876,2025-02-05T21:59:00Z,hold
GOOGL,negative,35.1686462012876,2025-02-03T10:00:00Z,sell
GOOGL,positive,35.1686462012876,2025-01-22T10:00:00Z,buy
GOOGL,positive,35.1686462012876,2025-01-14T10:00:00Z,buy
GOOGL,negative,35.1686462012876,2025-01-23T14:29:16Z,sell
GOOGL,positive,35.1686462012876,2025-01-09T15:59:00Z,buy
GOOGL,positive,35.1686462012876,2025-02-05T14:30:00Z,buy
GOOGL,positive,35.1686462012876,2025-02-07T17:23:00Z,buy
GOOGL,positive,35.1686462012876,2025-02-05T10:00:00Z,buy
GOOGL,negative,35.1686462012876,2025-02-07T10:00:00Z,sell
GOOGL,positive,35.1686462012876,2025-01-08T11:30:00Z,buy
GOOGL,positive,35.1686462012876,2025-01-08T16:45:00Z,buy
GOOGL,positive,35.1686462012876,2025-02-05T17:51:00Z,buy
GOOGL,positive,35.1686462012876,2025-01-17T15:24:00Z,buy
GOOGL,positive,35.1686462012876,2025-01-21T21:05:00Z,buy
GOOGL,positive,35.1686462012876,2025-02-06T16:00:00Z,buy
GOOGL,positive,35.1686462012876,2025-01-21T16:48:00Z,buy
GOOGL,negative,35.1686462012876,2025-01-23T13:53:57Z,sell
GOOGL,negative,35.1686462012876,2025-01-13T15:30:00Z,sell
GOOGL,positive,35.1686462012876,2025-01-13T19:00:00Z,buy
GOOGL,positive,35.1686462012876,2025-01-27T18:53:00Z,buy
GOOGL,positive,35.1686462012876,2025-01-27T21:03:00Z,buy
GOOGL,neutral,35.1686462012876,2025-01-24T20:07:00Z,hold
GOOGL,negative,35.1686462012876,2025-01-28T13:02:00Z,sell
GOOGL,negative,35.1686462012876,2025-01-28T13:07:00Z,sell
GOOGL,positive,35.1686462012876,2025-01-27T13:15:00Z,buy
GOOGL,positive,35.1686462012876,2025-02-04T21:15:00Z,buy
GOOGL,positive,35.1686462012876,2025-01-27T14:21:00Z,buy
GOOGL,positive,35.1686462012876,2025-02-05T15:59:00Z,buy
GOOGL,negative,35.1686462012876,2025-01-08T02:32:00Z,sell
GOOGL,positive,35.1686462012876,2025-01-27T12:55:00Z,buy
GOOGL,positive,35.1686462012876,2025-01-29T19:10:00Z,buy
GOOGL,negative,35.1686462012876,2025-02-02T12:00:00Z,sell
GOOGL,positive,35.1686462012876,2025-02-04T15:50:00Z,buy
GOOGL,positive,35.1686462012876,2025-02-05T19:00:00Z,buy
GOOGL,neutral,35.1686462012876,2025-01-10T14:25:32Z,hold
GOOGL,neutral,35.1686462012876,2025-01-28T16:53:53Z,hold
GOOGL,negative,35.1686462012876,2025-01-08T19:24:18Z,sell
GOOGL,positive,35.1686462012876,2025-01-10T11:18:57Z,buy
GOOGL,positive,35.1686462012876,2025-01-23T20:23:10Z,buy
GOOGL,positive,35.1686462012876,2025-01-11T19:08:59Z,buy
GOOGL,positive,35.1686462012876,2025-02-04T21:34:34Z,buy
